客户号,客户姓名,证件号码,年龄,性别,婚姻状态,教育程度,职业类别,户籍,居住类型,车辆情况,保险缴纳,工作年限,个人年收入,信贷情况
0000999993843910,庾堂劲,644495****05156041,29,男,已婚,本科,私营企业,宁夏,自购房,有,有,6,61391,现在没有贷款
0000999993843921,钮哺痉,366795****05243272,23,男,未婚,大专,外资企业,江西,自购房,有,有,3,62000,现在没有贷款
0000999993843932,相冠谇,469203****08132187,30,男,未婚,大专,私营企业,海南,租房,无,无,10,62000,现在没有贷款
0000999993843943,梁良挖,125633****02121793,26,男,未婚,本科,外资企业,天津,租房,无,无,3,62000,正在偿还
0000999993843954,詹已糠,117097****03175117,29,女,已婚,本科,私营企业,北京,租房,无,无,6,62000,现在没有贷款
0000999993843965,边碧肺,225697****08143624,46,男,未婚,本科,私营企业,吉林,租房,无,有,23,62000,现在没有贷款
0000999993843976,纪抖吻,358959****06057505,31,男,未婚,大专,个体户,福建,租房,无,无,11,62000,正在偿还
0000999993843987,国泳老,230660****07178205,23,男,未婚,大专,私营企业,黑龙江,租房,无,无,3,62000,正常还款
0000999993843998,周撤富,139686****03064774,29,女,已婚,本科,私营企业,河北,自购房,有,有,6,62000,正在偿还
0000999993844006,乌肺洗,422916****02223816,29,男,未婚,本科,私营企业,湖北,租房,无,无,6,62000,现在没有贷款
0000999993844017,贺让岳,420468****02252770,30,女,未婚,本科,私营企业,湖北,租房,无,无,7,62000,正在偿还
0000999993844028,晓细菩,650669****09018722,21,男,已婚,大专,私营企业,北京,租房,无,无,1,62000,现在没有贷款
0000999993844039,郑偾汉,356289****02172012,31,男,已婚,本科,私营企业,福建,租房,无,有,8,62000,正在偿还
0000999993844040,花燕蚕,626054****09296305,31,男,已婚,本科,个体户,甘肃,租房,无,有,8,62000,正在偿还
0000999993844051,从狈扇,414227****09028003,39,男,未婚,大专,私营企业,河南,自购房,有,有,19,62000,正常还款
0000999993844062,平卫光,375281****12238007,46,男,已婚,大专,私营企业,山东,租房,无,无,26,62000,正在偿还
0000999993844073,高吹来,215502****06051785,28,男,未婚,初中及以下,个体户,辽宁,租房,无,无,9,62000,现在没有贷款
0000999993844084,肖贾材,531533****04277070,23,男,未婚,大专,外资企业,贵州,自购房,有,有,3,62000,没有贷款记录
0000999993844095,余霉献,227644****05252940,26,男,未婚,本科,私营企业,吉林,自购房,有,有,3,62000,没有贷款记录
0000999993844108,仇铝敲,654399****12257344,23,男,已婚,大专,外资企业,北京,租房,无,有,3,62246,没有贷款记录
0000999993844119,昌浦臣,520832****12069048,30,女,未婚,大专,私营企业,贵州,租房,无,有,10,62246,没有贷款记录
0000999993844120,乔覆忻,465190****11105974,23,男,已婚,本科,私营企业,海南,自购房,有,有,0,62246,没有贷款记录
0000999993844131,廖弥哨,132729****12312211,32,男,已婚,硕士及以上,私营企业,河北,租房,无,有,7,62246,没有贷款记录
0000999993844142,徐嚷涤,110787****12161701,39,男,离异,本科,国有企业,北京,自购房,有,有,16,62246,没有贷款记录
0000999993844153,简菏野,159243****07223721,40,女,已婚,硕士及以上,私营企业,内蒙古,租房,无,有,15,62246,现在没有贷款
0000999993844164,陶司俳,424439****03025011,33,男,未婚,大专,私营企业,湖北,租房,无,无,13,62900,现在没有贷款
0000999993844175,闵源释,129632****07114974,35,男,未婚,本科,个体户,天津,自购房,有,有,12,62900,现在没有贷款
0000999993844186,从平香,417335****08270055,43,女,已婚,本科,个体户,河南,租房,无,有,20,62900,现在没有贷款
0000999993844197,朱谑点,421396****09200919,32,男,未婚,大专,私营企业,湖北,自购房,有,有,12,62900,现在没有贷款
0000999993844200,马创堂,125348****03103761,33,男,未婚,硕士及以上,私营企业,天津,租房,无,有,8,62900,现在没有贷款
0000999993844211,俞鸭就,545697****09134291,41,女,未婚,本科,个体户,北京,租房,无,有,18,62900,现在没有贷款
0000999993844222,伏繁冒,339529****10316541,52,男,未婚,本科,私营企业,浙江,自购房,有,有,29,62900,现在没有贷款
0000999993844233,农居淳,346179****03069419,30,女,已婚,大专,外资企业,安徽,租房,无,有,10,62900,正在偿还
0000999993844244,郝逞胤,620298****10171252,30,男,未婚,硕士及以上,私营企业,甘肃,自购房,有,有,5,62900,正在偿还
0000999993844255,叶资陌,379676****07027059,31,男,未婚,大专,个体户,山东,租房,无,有,11,63000,正在偿还
0000999993844266,储梢陡,621010****08252218,29,男,已婚,初中及以下,私营企业,甘肃,租房,无,无,9,63000,正在偿还
0000999993844277,暴梅永,461369****07191569,23,女,未婚,大专,私营企业,海南,租房,无,无,3,63000,现在没有贷款
0000999993844288,郦朴俗,228833****08037966,28,男,未婚,高中,私营企业,吉林,租房,无,无,10,63000,正在偿还
0000999993844299,张式肺,617442****02228542,30,男,未婚,大专,外资企业,陕西,租房,无,无,10,63000,正在偿还
0000999993844302,隆安颈,442672****09021927,23,男,未婚,大专,个体户,广东,自购房,有,有,3,63000,正常还款
0000999993844313,杨乖奥,513015****12094984,29,女,未婚,高中,其他企业,四川,自购房,有,有,11,63000,正在偿还
0000999993844324,翁炼驮,509638****09192432,31,男,未婚,大专,外资企业,重庆,自购房,有,有,11,63000,现在没有贷款
0000999993844335,国谰爬,214954****02277876,26,男,未婚,高中,私营企业,辽宁,自购房,有,有,8,63000,现在没有贷款
0000999993844346,万挠惫,321497****10151968,29,男,已婚,本科,私营企业,江苏,租房,无,无,6,63000,现在没有贷款
0000999993844357,关栋瘟,631651****01168327,33,男,已婚,本科,私营企业,青海,租房,无,无,10,63000,现在没有贷款
0000999993844368,潘茄有,611903****03132872,33,女,未婚,本科,私营企业,陕西,自购房,有,有,10,63000,现在没有贷款
0000999993844379,戎锨懦,311525****09083114,38,女,未婚,本科,个体户,上海,租房,无,无,15,63000,现在没有贷款
0000999993844380,叶韩菲,422468****05112599,53,女,未婚,本科,私营企业,湖北,自购房,有,有,30,63000,现在没有贷款
0000999993844391,席瞻诖,645060****11113146,29,男,未婚,初中及以下,私营企业,宁夏,租房,无,无,26,63000,现在没有贷款
0000999993844404,耿偾曝,373720****02081459,28,男,未婚,高中,外资企业,山东,租房,无,无,10,63000,现在没有贷款
0000999993844415,干讼傅,462966****02202561,26,男,已婚,高中,私营企业,海南,租房,无,无,8,63000,现在没有贷款
0000999993844426,蓬智巴,345902****01113508,44,男,已婚,大专,私营企业,安徽,租房,无,无,24,63000,正在偿还
0000999993844437,章氨嚷,653369****10227978,46,男,已婚,初中及以下,私营企业,北京,租房,无,无,17,63000,正常还款
0000999993844448,从瞎际,351052****02013005,47,女,离异,大专,私营企业,福建,租房,无,无,27,63000,正在偿还
0000999993844459,牧迪临,637579****03274875,23,男,未婚,大专,个体户,青海,自购房,有,有,3,63000,现在没有贷款
0000999993844460,吕佳簿,366426****08266101,23,男,未婚,大专,私营企业,江西,租房,无,无,3,63000,现在没有贷款
0000999993844471,石毖值,633605****11118262,21,男,已婚,本科,私营企业,青海,租房,无,无,0,63000,现在没有贷款
0000999993844482,余杖沦,141866****03033434,26,男,未婚,本科,外资企业,山西,租房,无,无,3,63000,正在偿还
0000999993844493,别切炊,427467****01044415,44,男,未婚,本科,国有企业,湖北,租房,无,有,21,63000,现在没有贷款
0000999993844506,嘏孤,344417****02137981,67,男,未婚,本科,国有企业,安徽,租房,无,无,44,63000,正在偿还
0000999993844517,宗春沼,616657****06158841,24,女,离异,高中,私营企业,陕西,租房,无,无,6,63000,正在偿还
0000999993844528,吕忌燃,457989****09307852,29,男,未婚,高中,私营企业,广西,自购房,有,有,11,63000,正常还款
0000999993844539,杨合烙,429594****03084556,41,女,已婚,大专,外资企业,湖北,租房,无,无,21,63000,现在没有贷款
0000999993844540,卓抗资,510859****10101473,23,男,未婚,本科,私营企业,四川,租房,无,无,0,63000,现在没有贷款
0000999993844551,姚绷梢,224353****09217529,42,女,离异,大专,外资企业,吉林,租房,无,无,22,63000,现在没有贷款
0000999993844562,霍患辆,439021****07070011,28,男,未婚,初中及以下,私营企业,湖南,租房,无,无,18,63000,现在没有贷款
0000999993844573,冷姥胤,418830****10076867,23,男,未婚,大专,私营企业,河南,租房,无,无,3,63000,现在没有贷款
0000999993844584,黄促炭,133563****01228720,40,男,已婚,高中,私营企业,河北,租房,无,无,22,63000,现在没有贷款
0000999993844595,夏畔淹,364853****01284886,40,男,已婚,初中及以下,私营企业,江西,租房,无,无,18,63000,正在偿还
0000999993844607,陈堂帽,367558****11222268,65,男,已婚,高中,私营企业,江西,租房,无,无,47,63000,现在没有贷款
0000999993844618,元杂灯,506565****07252374,29,男,未婚,高中,个体户,重庆,自购房,有,有,11,63000,正在偿还
0000999993844629,周迂乇,635155****04245483,30,男,未婚,大专,个体户,青海,租房,无,无,10,63100,正在偿还
0000999993844630,马啄恼,428009****10064735,31,男,未婚,大专,私营企业,湖北,租房,无,无,11,63100,正常还款
0000999993844641,阳商恫,234369****05186425,23,男,未婚,大专,私营企业,黑龙江,租房,无,无,3,63100,正在偿还
0000999993844652,廖诶豢,374526****03307409,32,女,未婚,大专,其他企业,山东,租房,无,无,12,63100,现在没有贷款
0000999993844663,路贩叵,145706****10046645,25,男,已婚,大专,私营企业,山西,租房,无,无,5,63100,现在没有贷款
0000999993844674,蔺灸史,212371****12133570,34,女,已婚,大专,私营企业,辽宁,租房,无,无,14,63100,现在没有贷款
0000999993844685,施教挛,523690****01307986,47,女,已婚,本科,私营企业,贵州,自购房,有,有,24,63100,正在偿还
0000999993844696,伊炼偾,222000****02151116,26,男,已婚,本科,私营企业,吉林,自购房,有,有,3,63100,正在偿还
0000999993844709,史尘讼,116410****08129559,33,男,已婚,本科,个体户,北京,租房,无,无,10,63100,正常还款
0000999993844710,纪竟静,646152****05209636,36,男,已婚,本科,私营企业,宁夏,租房,无,无,13,63600,正在偿还
0000999993844721,习耐背,134091****05124393,31,男,未婚,大专,外资企业,河北,租房,无,无,11,63600,现在没有贷款
0000999993844732,于置仿,340622****08314768,24,女,已婚,本科,私营企业,安徽,自购房,有,有,1,63600,正在偿还
0000999993844743,苍埠有,439765****09205720,30,女,已婚,本科,私营企业,湖南,租房,无,无,7,63600,现在没有贷款
0000999993844754,尤呵坪,530677****12107140,24,男,离异,本科,个体户,贵州,租房,无,有,1,63600,现在没有贷款
0000999993844765,缪竿狙,548943****06154248,32,男,未婚,大专,其他企业,北京,租房,无,有,12,63600,现在没有贷款
0000999993844776,彭焦帐,544906****11066775,31,男,未婚,大专,私营企业,北京,租房,无,有,11,63600,现在没有贷款
0000999993844787,靳诹且,454064****11044890,31,男,未婚,大专,外资企业,广西,租房,无,有,11,63600,现在没有贷款
0000999993844798,金赖坛,414487****08202511,32,男,未婚,大专,外资企业,河南,租房,无,有,12,63600,正在偿还
0000999993844801,白侵侥,456348****05071237,30,男,未婚,大专,其他企业,广西,自购房,有,有,10,63600,现在没有贷款
0000999993844812,曲瞎白,616381****07232266,21,男,未婚,本科,私营企业,陕西,自购房,有,有,0,63600,现在没有贷款
0000999993844823,东屠勇,357920****09180757,27,男,未婚,硕士及以上,私营企业,福建,租房,无,有,2,63600,现在没有贷款
0000999993844834,莫艺炕,118147****06017996,28,男,未婚,硕士及以上,其他企业,北京,租房,无,有,3,63600,现在没有贷款
0000999993844845,红牟泵,366011****08232121,28,男,未婚,本科,私营企业,江西,自购房,有,有,5,63600,现在没有贷款
0000999993844856,昌沃众,315691****03196016,28,男,未婚,本科,外资企业,上海,自购房,有,有,5,63600,现在没有贷款
0000999993844867,支章掠,118966****08282337,36,男,未婚,本科,私营企业,北京,租房,无,有,13,63600,现在没有贷款
0000999993844878,金鞘窗,653783****06253082,30,男,未婚,大专,私营企业,北京,租房,无,有,10,63600,正在偿还
0000999993844889,葛乩辜,149724****08220605,30,男,未婚,大专,其他企业,山西,租房,无,无,10,63600,正常还款
0000999993844890,祖创滞,543323****10039230,30,男,未婚,大专,私营企业,北京,租房,无,有,10,63600,现在没有贷款
0000999993844903,郑盏纹,358397****02227868,30,男,未婚,大专,私营企业,福建,租房,无,有,10,63600,正在偿还
0000999993844914,浦唾航,318212****03239237,31,男,未婚,大专,私营企业,上海,自购房,有,有,11,63600,正在偿还
0000999993844925,江砍啄,233237****10236973,26,男,未婚,本科,私营企业,黑龙江,租房,无,有,3,63600,正常还款
0000999993844936,陆性庇,330222****04239319,26,男,未婚,本科,私营企业,浙江,租房,无,有,3,63600,正在偿还
0000999993844947,逮姿胃,159374****04132643,29,女,未婚,本科,私营企业,内蒙古,自购房,有,有,6,64100,现在没有贷款
0000999993844958,罗簇浪,337924****01281096,30,男,未婚,本科,私营企业,浙江,租房,无,有,7,64100,现在没有贷款
0000999993844969,双车阜,641485****01119535,30,男,已婚,硕士及以上,私营企业,宁夏,租房,无,有,5,64100,现在没有贷款
0000999993844970,和肥习,155905****03121540,30,女,未婚,本科,外资企业,内蒙古,自购房,有,有,7,64100,现在没有贷款
0000999993844981,慕砸粮,450009****08054645,32,男,未婚,本科,个体户,广西,租房,无,有,9,64100,现在没有贷款
0000999993844992,叶端幌,538694****02039452,34,男,已婚,硕士及以上,私营企业,贵州,自购房,有,有,9,64100,现在没有贷款
0000999993845000,卜悍胰,638595****08028340,36,男,未婚,初中及以下,个体户,青海,租房,无,无,13,64100,现在没有贷款
0000999993845011,晏卓南,446851****12149468,41,女,离异,本科,个体户,广东,租房,无,有,18,64100,正常还款
0000999993845022,那静时,218691****02070160,30,男,未婚,硕士及以上,其他企业,辽宁,租房,无,有,5,64100,正在偿还
0000999993845033,丁旁涣,312054****12216748,30,男,未婚,大专,私营企业,上海,租房,无,有,10,64100,现在没有贷款
0000999993845044,浦投僭,335888****10302904,28,男,未婚,本科,个体户,浙江,租房,无,无,5,64100,正常还款
